,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,avg_drawdown,win_rate,profit_factor,skewness,kurtosis,n_days,pct_time_in_market
Asset_062/Asset_077,-0.13873484567028416,-0.03643687707694254,0.09365914526758451,-0.34927626071084106,-0.326129830511823,-0.21567573561702197,-0.1689428668120736,-0.08544577281673121,0.25542406311637084,0.9162913741155442,-1.0329060298948896,18.066020125365366,1014.0,0.504930966469428
Asset_038/Asset_051,0.3963352131592677,0.08650803100416637,0.0814856625456822,1.0588703101128183,1.0653164221446867,1.2259299615499355,-0.07056523106327772,-0.00824870972905965,0.1794871794871795,1.3756267871708414,1.4228172863950488,14.685850070540978,1014.0,0.34418145956607493
Asset_081/Asset_096,0.01710074248661142,0.0042228507828065975,0.10087611811626508,0.09217215364166158,0.0946073170624294,0.023177887048527742,-0.18219308662455636,-0.04761291585263818,0.22386587771203156,1.0230446515549647,-0.011715059773087868,6.6069960509385695,1014.0,0.4428007889546351
Asset_092/Asset_093,0.45508224307120804,0.09769308241193309,0.1171674065549366,0.8532697743846466,0.8800661890422424,0.8558881130669498,-0.11414235216080315,-0.03497192017905142,0.2445759368836292,1.2993387806088956,3.6005886078536773,77.89097667416473,1014.0,0.4516765285996055
Asset_020/Asset_035,0.07844944941694698,0.018946607876751065,0.08761750235657065,0.2578879879549266,0.3029455213163911,0.16147546425527895,-0.11733428334844787,-0.06242438923602238,0.257396449704142,1.0634283017344492,0.6663572599397607,6.942639739009081,1014.0,0.5128205128205128
