,"Selected: freq=10, with costs","Selected: freq=10, no costs","Naive: freq=5, with costs"
annualized_return,0.06314509128259038,0.12802264342194425,0.008096609494008922
sharpe_ratio,0.36295823480008876,0.5866487720823484,0.16215888810601514
max_drawdown,-0.2566239664833897,-0.23192981104218835,-0.2898183886462812
calmar_ratio,0.246060771906421,0.5519887367935498,0.02793683841742253
